,user,domain,is_item_specific,n_ss_done,item,alpha,beta
8843,lion@active.fi,active.fi,True,14,1685,0.000659173370444618,0.677916389469763
8844,lion@active.fi,active.fi,True,14,715,2.88934093182833e-05,0.595836298011364
8845,lion@active.fi,active.fi,True,14,515,0.000682289002458492,0.679132907515608
8846,lion@active.fi,active.fi,True,14,1521,2.94732061246908e-05,0.595904361202976
8847,lion@active.fi,active.fi,True,14,379,0.000697780472752837,0.679919557741497
8848,lion@active.fi,active.fi,True,14,2023,2.88886004877167e-05,0.595834919603001
8828,lion@active.fi,active.fi,True,14,1928,0.00592118098968738,0.948444180136794
8827,lion@active.fi,active.fi,True,14,527,3.29523736883546e-05,0.602242364078983
8826,lion@active.fi,active.fi,True,14,1907,0.000675040858711234,0.707730288856745
8825,lion@active.fi,active.fi,True,14,1662,9.0939609722267e-05,0.426932340095349
8806,lion@active.fi,active.fi,True,14,571,8.79372712643016e-05,0.428703023127033
8807,lion@active.fi,active.fi,True,14,425,9.97313404212083e-05,0.62469751442514
8808,lion@active.fi,active.fi,True,14,1010,9.97484309169401e-05,0.624687417401556
8809,lion@active.fi,active.fi,True,14,1940,0.000101965192605652,0.624869849209272
8810,lion@active.fi,active.fi,True,14,530,0.00897150921638433,0.900400285280512
8811,lion@active.fi,active.fi,True,14,474,0.00533806949083082,0.694169088213415
8812,lion@active.fi,active.fi,True,14,289,0.000102681397579468,0.624884853528274
8813,lion@active.fi,active.fi,True,14,2046,0.000111331386589926,0.625524666446923
8814,lion@active.fi,active.fi,True,14,1374,0.000128378287924957,0.626521762883204
8815,lion@active.fi,active.fi,True,14,2030,0.000133662007350996,0.626808898411701
8816,lion@active.fi,active.fi,True,14,625,1.51178048382883e-05,0.252398836577409
8817,lion@active.fi,active.fi,True,14,1195,0.000132200506144245,0.626747316368117
8818,lion@active.fi,active.fi,True,14,18,0.000132369700176886,0.626764499766919
8819,lion@active.fi,active.fi,True,14,968,3.0817425179534e-05,0.321529817593326
8820,lion@active.fi,active.fi,True,14,1677,0.000127282513698688,0.626492221444817
8821,lion@active.fi,active.fi,True,14,572,0.000124239116761772,0.626321974062009
8822,lion@active.fi,active.fi,True,14,702,9.62316019933425e-05,0.427823799236016
8823,lion@active.fi,active.fi,True,14,889,0.000122117200733276,0.626203233068952
8824,lion@active.fi,active.fi,True,14,1666,0.000115721544426616,0.625814050571606
8758,ladybug@active.fi,active.fi,True,14,661,0.005084021167983536,0.5106306438427644
8757,ladybug@active.fi,active.fi,True,14,1150,0.005084021167983536,0.5106306438427644
8756,ladybug@active.fi,active.fi,True,14,1741,0.005084021167983536,0.5106306438427644
8698,ladybug@active.fi,active.fi,True,14,61,0.005084021167983536,0.5106306438427644
8689,ladybug@active.fi,active.fi,True,14,882,0.005084021167983536,0.5106306438427644
8690,ladybug@active.fi,active.fi,True,14,980,0.005084021167983536,0.5106306438427644
8691,ladybug@active.fi,active.fi,True,14,1322,0.005084021167983536,0.5106306438427644
8692,ladybug@active.fi,active.fi,True,14,28,0.005084021167983536,0.5106306438427644
8693,ladybug@active.fi,active.fi,True,14,1866,0.005084021167983536,0.5106306438427644
8694,ladybug@active.fi,active.fi,True,14,922,0.005084021167983536,0.5106306438427644
8695,ladybug@active.fi,active.fi,True,14,1859,0.005084021167983536,0.5106306438427644
8696,ladybug@active.fi,active.fi,True,14,1537,0.005084021167983536,0.5106306438427644
8697,ladybug@active.fi,active.fi,True,14,1610,0.005084021167983536,0.5106306438427644
8699,ladybug@active.fi,active.fi,True,14,913,0.005084021167983536,0.5106306438427644
8755,ladybug@active.fi,active.fi,True,14,114,0.005084021167983536,0.5106306438427644
8700,ladybug@active.fi,active.fi,True,14,1917,0.005084021167983536,0.5106306438427644
8701,ladybug@active.fi,active.fi,True,14,219,0.005084021167983536,0.5106306438427644
8702,ladybug@active.fi,active.fi,True,14,750,0.005084021167983536,0.5106306438427644
8703,ladybug@active.fi,active.fi,True,14,134,0.005084021167983536,0.5106306438427644
8704,ladybug@active.fi,active.fi,True,14,947,0.005084021167983536,0.5106306438427644
8705,ladybug@active.fi,active.fi,True,14,407,0.005084021167983536,0.5106306438427644
8706,ladybug@active.fi,active.fi,True,14,1212,0.005084021167983536,0.5106306438427644
8707,ladybug@active.fi,active.fi,True,14,516,0.005084021167983536,0.5106306438427644
8708,ladybug@active.fi,active.fi,True,14,594,0.005084021167983536,0.5106306438427644
8688,ladybug@active.fi,active.fi,True,14,735,0.005084021167983536,0.5106306438427644
8687,ladybug@active.fi,active.fi,True,14,641,0.005084021167983536,0.5106306438427644
8686,ladybug@active.fi,active.fi,True,14,769,0.005084021167983536,0.5106306438427644
8685,ladybug@active.fi,active.fi,True,14,183,0.005084021167983536,0.5106306438427644
8666,ladybug@active.fi,active.fi,True,14,1482,0.005084021167983536,0.5106306438427644
8667,ladybug@active.fi,active.fi,True,14,1469,0.005084021167983536,0.5106306438427644
8668,ladybug@active.fi,active.fi,True,14,2026,0.005084021167983536,0.5106306438427644
8669,ladybug@active.fi,active.fi,True,14,433,0.005084021167983536,0.5106306438427644
8670,ladybug@active.fi,active.fi,True,14,363,0.005084021167983536,0.5106306438427644
8671,ladybug@active.fi,active.fi,True,14,444,0.005084021167983536,0.5106306438427644
8672,ladybug@active.fi,active.fi,True,14,1807,0.005084021167983536,0.5106306438427644
8673,ladybug@active.fi,active.fi,True,14,1532,0.005084021167983536,0.5106306438427644
8674,ladybug@active.fi,active.fi,True,14,53,0.005084021167983536,0.5106306438427644
8675,ladybug@active.fi,active.fi,True,14,3,0.005084021167983536,0.5106306438427644
8676,ladybug@active.fi,active.fi,True,14,702,0.005084021167983536,0.5106306438427644
8677,ladybug@active.fi,active.fi,True,14,1595,0.005084021167983536,0.5106306438427644
8678,ladybug@active.fi,active.fi,True,14,1821,0.005084021167983536,0.5106306438427644
8679,ladybug@active.fi,active.fi,True,14,1546,0.005084021167983536,0.5106306438427644
8680,ladybug@active.fi,active.fi,True,14,401,0.005084021167983536,0.5106306438427644
8681,ladybug@active.fi,active.fi,True,14,1473,0.005084021167983536,0.5106306438427644
8682,ladybug@active.fi,active.fi,True,14,268,0.005084021167983536,0.5106306438427644
8683,ladybug@active.fi,active.fi,True,14,754,0.005084021167983536,0.5106306438427644
8684,ladybug@active.fi,active.fi,True,14,1601,0.005084021167983536,0.5106306438427644
8709,ladybug@active.fi,active.fi,True,14,1204,0.005084021167983536,0.5106306438427644
8710,ladybug@active.fi,active.fi,True,14,1951,0.005084021167983536,0.5106306438427644
8711,ladybug@active.fi,active.fi,True,14,6,0.005084021167983536,0.5106306438427644
8734,ladybug@active.fi,active.fi,True,14,1791,0.005084021167983536,0.5106306438427644
8736,ladybug@active.fi,active.fi,True,14,624,0.005084021167983536,0.5106306438427644
8737,ladybug@active.fi,active.fi,True,14,361,0.005084021167983536,0.5106306438427644
8738,ladybug@active.fi,active.fi,True,14,1188,0.005084021167983536,0.5106306438427644
8739,ladybug@active.fi,active.fi,True,14,984,0.005084021167983536,0.5106306438427644
